country,field,year,num_patent_granted,complete
Norway,Life Sciences,2016,0,True
Finland,Life Sciences,2017,4,True
Singapore,Personal Devices and Computing,2017,39,True
Hungary,Personal Devices and Computing,2017,2,True
Greece,Personal Devices and Computing,2020,1,False
Greece,Personal Devices and Computing,2022,7,False
United Kingdom,Personal Devices and Computing,2020,94,False
World Intellectual Property Organization (WIPO),Personal Devices and Computing,2018,20,True
Finland,Personal Devices and Computing,2021,4,False
Israel,Personal Devices and Computing,2021,3,False
Germany,Personal Devices and Computing,2024,25,False
Mexico,Personal Devices and Computing,2016,14,True
Hungary,Physical Sciences and Engineering,2022,1,False
Switzerland,Physical Sciences and Engineering,2020,1,False
Italy,Physical Sciences and Engineering,2021,5,False
Taiwan,Physical Sciences and Engineering,2022,6,False
Taiwan,Physical Sciences and Engineering,2023,6,False
European Patent Organization,Physical Sciences and Engineering,2021,26,False
Jordan,Physical Sciences and Engineering,2021,0,False
Russia,Physical Sciences and Engineering,2021,3,False
Mexico,Physical Sciences and Engineering,2017,3,True
Mexico,Physical Sciences and Engineering,2018,10,True
China (mainland),Physical Sciences and Engineering,2019,641,True
China (mainland),Physical Sciences and Engineering,2020,1004,False
Argentina,Physical Sciences and Engineering,2019,2,True
Norway,Security,2021,0,False
Ukraine,Security,2022,0,False
Canada,Security,2023,1,False
International Bureau of WIPO,Security,2018,0,True
Peru,Security,2021,0,False
Singapore,Security,2020,4,False
United States,Security,2022,331,False
Italy,Security,2022,0,False
Argentina,Security,2018,0,True
Australia,Security,2021,108,False
South Africa,Security,2018,0,True
China (mainland),Security,2016,113,True
World Intellectual Property Organization (WIPO),Telecommunications,2021,18,False
Spain,Telecommunications,2020,14,False
Estonia,Telecommunications,2022,0,False
Singapore,Telecommunications,2017,24,True
Israel,Telecommunications,2017,5,True
Luxembourg,Telecommunications,2025,0,False
Argentina,Telecommunications,2017,0,True
Ukraine,Telecommunications,2021,0,False
Bulgaria,Telecommunications,2018,0,True
Taiwan,Telecommunications,2016,13,True
Netherlands,Transportation,2021,2,False
Poland,Transportation,2018,2,True
Sweden,Transportation,2021,3,False
Philippines,Transportation,2017,0,True
Russia,Transportation,2020,12,False
Luxembourg,Transportation,2021,0,False
Taiwan,Agriculture,2024,0,False
Morocco,Agriculture,2020,1,False
Philippines,Agriculture,2016,2,True
South Africa,Agriculture,2018,0,True
Netherlands,Agriculture,2024,0,False
China (mainland),Agriculture,2022,724,False
Slovenia,All,2019,1,True
Taiwan,All,2019,419,True
World Intellectual Property Organization (WIPO),Banking and Finance,2022,2,False
Czechia,Banking and Finance,2019,0,True
Australia,Banking and Finance,2016,8,True
Romania,Banking and Finance,2018,0,True
South Africa,Banking and Finance,2020,0,False
Spain,Banking and Finance,2023,0,False
Bulgaria,Business,2021,0,False
Portugal,Business,2022,0,False
Spain,Business,2017,8,True
New Zealand,Business,2021,0,False
Japan,Business,2024,2,False
Sweden,Business,2019,0,True
Romania,Business,2018,0,True
Turkey,Business,2020,0,False
Netherlands,Energy Management,2024,0,False
Ukraine,Energy Management,2024,0,False
Australia,Energy Management,2024,0,False
Germany,Energy Management,2021,22,False
Germany,Energy Management,2022,19,False
Italy,Energy Management,2021,3,False
United States,Energy Management,2019,232,True
International Bureau of WIPO,Energy Management,2018,0,True
Saudi Arabia,Energy Management,2022,0,False
Netherlands,Industry and Manufacturing,2023,1,False
United Kingdom,Industry and Manufacturing,2020,20,False
Uruguay,Industry and Manufacturing,2020,1,False
European Patent Organization,Industry and Manufacturing,2020,51,False
Belgium,Industry and Manufacturing,2016,1,True
Peru,Industry and Manufacturing,2022,0,False
Australia,Industry and Manufacturing,2020,48,False
Malaysia,Industry and Manufacturing,2021,1,False
Turkey,Industry and Manufacturing,2020,0,False
South Africa,Industry and Manufacturing,2020,0,False
Switzerland,Industry and Manufacturing,2016,0,True
Israel,Industry and Manufacturing,2023,0,False
Switzerland,Life Sciences,2021,0,False
Peru,Life Sciences,2022,0,False
Japan,Life Sciences,2023,25,False
Mexico,Life Sciences,2020,24,False
Greece,Life Sciences,2018,1,True
Denmark,Life Sciences,2021,2,False
China (mainland),Life Sciences,2025,123,False
Germany,Life Sciences,2017,30,True
Germany,Life Sciences,2020,65,False
Finland,Life Sciences,2022,4,False
Lithuania,Personal Devices and Computing,2017,1,True
San Marino,Personal Devices and Computing,2018,0,True
Norway,Personal Devices and Computing,2021,2,False
Norway,Personal Devices and Computing,2023,1,False
Ukraine,Personal Devices and Computing,2016,0,True
Ukraine,Personal Devices and Computing,2019,0,True
France,Personal Devices and Computing,2019,75,True
Peru,Physical Sciences and Engineering,2018,1,True
Germany,Physical Sciences and Engineering,2021,19,False
Israel,Physical Sciences and Engineering,2021,0,False
Croatia,Physical Sciences and Engineering,2020,0,False
Denmark,Physical Sciences and Engineering,2019,3,True
Cuba,Physical Sciences and Engineering,2020,1,False
Netherlands,Physical Sciences and Engineering,2023,1,False
Luxembourg,Security,2020,1,False
Morocco,Security,2022,0,False
Sweden,Security,2023,2,False
South Korea,Security,2023,93,False
European Patent Organization,Security,2017,14,True
Russia,Security,2016,13,True
Croatia,Security,2020,0,False
Japan,Security,2024,0,False
Austria,Security,2022,0,False
Hungary,Security,2016,0,True
Australia,Security,2022,5,False
Australia,Security,2024,0,False
Spain,Security,2020,2,False
Belgium,Security,2023,1,False
Serbia,Telecommunications,2021,0,False
New Zealand,Telecommunications,2017,4,True
Morocco,Telecommunications,2016,0,True
Australia,Transportation,2018,38,True
Turkey,Transportation,2016,1,True
Turkey,Transportation,2017,0,True
Denmark,Transportation,2017,2,True
Canada,Transportation,2019,24,True
Switzerland,Transportation,2018,0,True
Mexico,Transportation,2019,6,True
World Intellectual Property Organization (WIPO),Transportation,2016,2,True
European Patent Organization,Transportation,2021,46,False
Chile,Transportation,2018,1,True
New Zealand,Transportation,2020,1,False
Singapore,Agriculture,2019,2,True
Denmark,Agriculture,2022,0,False
San Marino,Agriculture,2020,0,False
Eurasian Patent Organization,Agriculture,2017,0,True
United Kingdom,Agriculture,2017,4,True
Costa Rica,Agriculture,2020,0,False
China (mainland),Agriculture,2021,627,False
Luxembourg,Agriculture,2023,3,False
Peru,All,2022,3,False
Israel,All,2023,3,False
Czechia,All,2017,1,True
Austria,All,2019,4,True
Finland,All,2018,24,True
Spain,All,2016,61,True
World Intellectual Property Organization (WIPO),Banking and Finance,2018,0,True
France,Banking and Finance,2021,2,False
China (mainland),Banking and Finance,2022,518,False
Israel,Banking and Finance,2016,0,True
Slovenia,Banking and Finance,2019,0,True
New Zealand,Banking and Finance,2016,0,True
International Bureau of WIPO,Banking and Finance,2017,0,True
Uruguay,Banking and Finance,2017,0,True
South Korea,Business,2018,423,True
Canada,Business,2021,41,False
Norway,Business,2021,0,False
European Patent Organization,Business,2016,5,True
France,Business,2020,12,False
Ireland,Energy Management,2022,0,False
Australia,Energy Management,2016,13,True
San Marino,Energy Management,2020,0,False
Romania,Energy Management,2019,0,True
New Zealand,Industry and Manufacturing,2020,0,False
Ukraine,Industry and Manufacturing,2023,0,False
France,Industry and Manufacturing,2017,1,True
China (mainland),Industry and Manufacturing,2021,2729,False
Chile,Industry and Manufacturing,2018,0,True
Mexico,Industry and Manufacturing,2022,0,False
Finland,Industry and Manufacturing,2019,5,True
Norway,Industry and Manufacturing,2019,2,True
Sweden,Industry and Manufacturing,2023,5,False
Philippines,Industry and Manufacturing,2023,0,False
Brazil,Life Sciences,2017,25,True
Czechia,Life Sciences,2019,0,True
Israel,Life Sciences,2016,0,True
Mexico,Life Sciences,2021,14,False
Bulgaria,Life Sciences,2018,0,True
Australia,Life Sciences,2019,175,True
Denmark,Life Sciences,2016,3,True
Portugal,Life Sciences,2021,0,False
World Intellectual Property Organization (WIPO),Life Sciences,2016,0,True
Canada,Personal Devices and Computing,2019,244,True
Denmark,Personal Devices and Computing,2017,10,True
Argentina,Personal Devices and Computing,2020,1,False
Philippines,Personal Devices and Computing,2023,0,False
Sweden,Physical Sciences and Engineering,2023,2,False
Ukraine,Physical Sciences and Engineering,2016,0,True
Portugal,Physical Sciences and Engineering,2019,1,True
Romania,Physical Sciences and Engineering,2018,0,True
Taiwan,Physical Sciences and Engineering,2021,4,False
New Zealand,Physical Sciences and Engineering,2018,0,True
Morocco,Physical Sciences and Engineering,2019,1,True
Sri Lanka,Physical Sciences and Engineering,2016,0,True
Brazil,Physical Sciences and Engineering,2020,5,False
Luxembourg,Security,2021,2,False
Japan,Security,2022,39,False
United Kingdom,Security,2023,1,False
World Intellectual Property Organization (WIPO),Security,2017,0,True
Taiwan,Security,2017,1,True
Italy,Security,2019,3,True
Australia,Security,2023,2,False
Finland,Security,2021,0,False
Belgium,Security,2022,0,False
South Africa,Security,2016,1,True
China (mainland),Security,2021,1638,False
Israel,Security,2017,3,True
India,Telecommunications,2019,1,True
Kenya,Telecommunications,2016,0,True
Japan,Telecommunications,2024,0,False
Peru,Telecommunications,2016,1,True
Philippines,Telecommunications,2021,2,False
Poland,Telecommunications,2018,6,True
South Africa,Telecommunications,2021,0,False
Ireland,Telecommunications,2016,0,True
United Kingdom,Telecommunications,2016,37,True
Norway,Telecommunications,2016,0,True
Poland,Transportation,2017,2,True
United Kingdom,Transportation,2019,33,True
Bulgaria,Transportation,2023,0,False
Malaysia,Transportation,2016,2,True
International Bureau of WIPO,Transportation,2017,1,True
Czechia,Transportation,2023,0,False
Russia,Transportation,2017,18,True
Luxembourg,Transportation,2019,1,True
Austria,Transportation,2016,3,True
Peru,Agriculture,2020,2,False
India,Agriculture,2021,0,False
Lithuania,Agriculture,2018,1,True
Sweden,Agriculture,2018,3,True
Sweden,Agriculture,2019,1,True
Chile,Agriculture,2018,0,True
United States,Agriculture,2018,131,True
European Patent Organization,All,2016,87,True
European Patent Organization,All,2024,1,False
Lithuania,All,2019,3,True
Czechia,All,2021,2,False
France,All,2016,53,True
Turkey,Banking and Finance,2021,0,False
World Intellectual Property Organization (WIPO),Banking and Finance,2021,6,False
World Intellectual Property Organization (WIPO),Banking and Finance,2023,0,False
Belgium,Banking and Finance,2017,0,True
Singapore,Banking and Finance,2016,5,True
Greece,Banking and Finance,2021,0,False
Italy,Banking and Finance,2019,3,True
Japan,Banking and Finance,2020,70,False
Russia,Banking and Finance,2020,5,False
Serbia,Banking and Finance,2018,0,True
Portugal,Business,2016,0,True
Portugal,Business,2017,0,True
World Intellectual Property Organization (WIPO),Business,2023,1,False
Norway,Business,2016,0,True
France,Business,2019,11,True
Uruguay,Energy Management,2020,0,False
Denmark,Energy Management,2018,1,True
Finland,Energy Management,2016,0,True
Serbia,Energy Management,2020,1,False
Morocco,Energy Management,2018,0,True
International Bureau of WIPO,Energy Management,2017,0,True
Canada,Energy Management,2019,11,True
Saudi Arabia,Industry and Manufacturing,2022,1,False
Portugal,Industry and Manufacturing,2020,0,False
Poland,Industry and Manufacturing,2018,2,True
Peru,Industry and Manufacturing,2023,0,False
Canada,Industry and Manufacturing,2019,39,True
Israel,Industry and Manufacturing,2021,0,False
Netherlands,Life Sciences,2018,3,True
Hungary,Life Sciences,2017,2,True
Ukraine,Life Sciences,2021,1,False
Eurasian Patent Organization,Life Sciences,2018,2,True
Uruguay,Life Sciences,2020,0,False
Malaysia,Life Sciences,2017,6,True
Sri Lanka,Life Sciences,2016,1,True
Ireland,Personal Devices and Computing,2016,1,True
Morocco,Personal Devices and Computing,2021,0,False
Eurasian Patent Organization,Personal Devices and Computing,2016,1,True
Hungary,Personal Devices and Computing,2021,1,False
United States,Personal Devices and Computing,2024,73,False
Luxembourg,Personal Devices and Computing,2022,23,False
South Africa,Personal Devices and Computing,2017,2,True
South Africa,Personal Devices and Computing,2018,1,True
South Africa,Personal Devices and Computing,2023,0,False
European Patent Organization,Personal Devices and Computing,2019,277,True
China (mainland),Personal Devices and Computing,2019,12080,True
Ukraine,Physical Sciences and Engineering,2019,0,True
Luxembourg,Physical Sciences and Engineering,2017,0,True
India,Physical Sciences and Engineering,2020,0,False
Serbia,Physical Sciences and Engineering,2020,0,False
South Africa,Physical Sciences and Engineering,2016,0,True
Norway,Physical Sciences and Engineering,2023,3,False
Spain,Physical Sciences and Engineering,2023,2,False
New Zealand,Physical Sciences and Engineering,2022,0,False
United States,Physical Sciences and Engineering,2022,133,False
Estonia,Physical Sciences and Engineering,2022,0,False
South Korea,Physical Sciences and Engineering,2016,36,True
South Korea,Physical Sciences and Engineering,2017,68,True
Austria,Physical Sciences and Engineering,2017,2,True
Mexico,Physical Sciences and Engineering,2019,11,True
Denmark,Security,2019,1,True
Serbia,Security,2021,0,False
Japan,Security,2017,72,True
Japan,Security,2023,7,False
Poland,Security,2017,0,True
Italy,Security,2016,1,True
Denmark,Telecommunications,2021,4,False
Italy,Telecommunications,2019,7,True
Italy,Telecommunications,2022,1,False
Serbia,Telecommunications,2017,0,True
Serbia,Telecommunications,2018,1,True
Romania,Telecommunications,2021,0,False
Romania,Telecommunications,2023,0,False
