country,field,year,estimated_investment,complete
Thailand,Hardware,2021,1,True
Estonia,Hardware,2023,3,True
Australia,Hardware,2018,14,True
Sweden,Hardware,2016,11,True
Peru,Hardware,2022,0,True
Poland,Hardware,2026,10,False
India,Healthcare and Life Sciences,2026,21,False
Saudi Arabia,Healthcare and Life Sciences,2023,280,True
United Kingdom,Healthcare and Life Sciences,2022,459,True
Czechia,Healthcare and Life Sciences,2021,4,True
Mexico,Healthcare and Life Sciences,2025,10,True
Paraguay,Healthcare and Life Sciences,2021,0,True
Singapore,Healthcare and Life Sciences,2019,6,True
France,Healthcare and Life Sciences,2017,9,True
Uganda,Information Technology,2019,0,True
Australia,Information Technology,2022,442,True
Denmark,Information Technology,2024,252,True
Mexico,Information Technology,2025,324,True
Bulgaria,Information Technology,2025,32,True
Canada,Information Technology,2022,6142,True
Finland,Information Technology,2024,708,True
Sweden,Information Technology,2017,168,True
United States,Information Technology,2017,6110,True
Ireland,Information Technology,2022,101,True
Ireland,Information Technology,2024,142,True
Latvia,Information Technology,2017,0,True
Malta,Information Technology,2018,0,True
Turkey,Information Technology,2016,1,True
Lithuania,Information Technology,2022,0,True
Netherlands,Information Technology,2026,163,False
India,Lending and Investments,2020,8,True
Netherlands,Lending and Investments,2025,22,True
Spain,Lending and Investments,2018,1,True
Spain,Lending and Investments,2020,1,True
United Kingdom,Lending and Investments,2022,154,True
Vietnam,Lending and Investments,2019,2,True
Iceland,Manufacturing,2022,3,True
Finland,Manufacturing,2018,1,True
Croatia,Manufacturing,2019,0,True
Ukraine,Manufacturing,2020,0,True
Spain,Manufacturing,2021,1,True
South Korea,Manufacturing,2020,10,True
Germany,Manufacturing,2023,371,True
Ireland,Manufacturing,2022,5,True
Mexico,Media and Entertainment,2023,0,True
South Korea,Media and Entertainment,2017,0,True
China (mainland),Media and Entertainment,2018,729,True
South Africa,Media and Entertainment,2018,0,True
United Kingdom,"Military, public safety and government",2021,8,True
Vietnam,"Mobile, platforms & Internet services",2025,10,True
Mexico,"Mobile, platforms & Internet services",2019,2,True
Belgium,"Mobile, platforms & Internet services",2025,7,True
Malaysia,"Mobile, platforms & Internet services",2023,0,True
Singapore,"Mobile, platforms & Internet services",2019,1486,True
Kazakhstan,"Mobile, platforms & Internet services",2025,0,True
United Arab Emirates,"Mobile, platforms & Internet services",2024,1646,True
Philippines,"Mobile, platforms & Internet services",2025,8,True
Canada,"Mobile, platforms & Internet services",2017,77,True
Serbia,"Mobile, platforms & Internet services",2019,0,True
Serbia,"Mobile, platforms & Internet services",2020,0,True
Ireland,"Mobile, platforms & Internet services",2020,11,True
France,"Mobile, platforms & Internet services",2025,1427,True
North Macedonia,"Mobile, platforms & Internet services",2022,1,True
Taiwan,"Mobile, platforms & Internet services",2021,55,True
Austria,"Mobile, platforms & Internet services",2025,86,True
South Africa,"Mobile, platforms & Internet services",2020,20,True
China (mainland),"Mobile, platforms & Internet services",2019,848,True
Switzerland,NLP,2018,2,True
Switzerland,NLP,2021,4,True
Taiwan,NLP,2017,2,True
Thailand,NLP,2021,1,True
Japan,NLP,2025,12,True
Poland,Navigation and mapping,2024,5,True
India,Navigation and mapping,2024,0,True
Canada,Navigation and mapping,2025,62,True
Chile,Other,2019,1,True
Taiwan,Other,2019,21,True
Kuwait,Other,2025,1,True
Croatia,Other,2020,1,True
Spain,Other,2018,7,True
Kenya,Other,2024,0,True
Lithuania,Other,2023,0,True
Saint Kitts and Nevis,Other,2021,0,True
Turkey,Other,2025,2,True
Saudi Arabia,Privacy and Security,2018,15,True
Japan,Privacy and Security,2020,52,True
Singapore,Privacy and Security,2024,21,True
Singapore,Privacy and Security,2025,24,True
Italy,Privacy and Security,2024,63,True
Italy,Privacy and Security,2025,44,True
Argentina,Privacy and Security,2021,2,True
Iceland,Privacy and Security,2020,2,True
United States,Privacy and Security,2021,10410,True
Estonia,Privacy and Security,2023,1,True
Bangladesh,Privacy and Security,2025,0,True
Italy,Professional services,2022,19,True
Australia,Professional services,2020,24,True
United Kingdom,Professional services,2017,126,True
Russia,Professional services,2021,3,True
China (mainland),Professional services,2023,56,True
Philippines,Professional services,2026,1,False
Brazil,Professional services,2017,18,True
Israel,Professional services,2025,209,True
Dominican Republic,Professional services,2024,0,True
India,Professional services,2017,23,True
Netherlands,Professional services,2025,88,True
Turkey,Professional services,2018,0,True
Spain,Professional services,2021,302,True
Switzerland,Professional services,2024,149,True
United Arab Emirates,Professional services,2024,109,True
France,Real estate,2017,1,True
France,Real estate,2021,61,True
Australia,Real estate,2017,6,True
Australia,Real estate,2021,26,True
Estonia,Real estate,2023,3,True
Japan,Real estate,2023,1,True
Colombia,Real estate,2022,0,True
United Kingdom,Real estate,2016,7,True
South Korea,Robotics,2025,31,True
Denmark,Robotics,2018,6,True
Sweden,Robotics,2018,2,True
France,"Sales, retail, commerce, marketing",2017,53,True
Germany,"Sales, retail, commerce, marketing",2021,258,True
Germany,"Sales, retail, commerce, marketing",2024,641,True
Spain,"Sales, retail, commerce, marketing",2020,28,True
Colombia,"Sales, retail, commerce, marketing",2017,0,True
Cyprus,"Sales, retail, commerce, marketing",2025,34,True
United Arab Emirates,"Sales, retail, commerce, marketing",2021,7,True
United Arab Emirates,"Sales, retail, commerce, marketing",2025,77,True
United States,"Sales, retail, commerce, marketing",2017,3476,True
Portugal,"Sales, retail, commerce, marketing",2017,127,True
Brazil,"Sales, retail, commerce, marketing",2024,55,True
Saudi Arabia,"Sales, retail, commerce, marketing",2022,104,True
South Korea,"Sales, retail, commerce, marketing",2018,8,True
Switzerland,Semiconductor,2021,0,True
Taiwan,Semiconductor,2017,2,True
United States,Simulation,2017,1,True
China (mainland),Simulation,2024,7,True
Estonia,Software,2018,16,True
Slovenia,Software,2018,0,True
Ecuador,Software,2026,3,False
Denmark,Software,2019,31,True
Taiwan,Software,2020,101,True
Kuwait,Software,2023,4,True
Colombia,Software,2024,26,True
Qatar,Software,2021,4,True
Lebanon,Software,2025,0,True
Czechia,Software,2026,2,False
Russia,Software,2018,33,True
Singapore,Software,2026,15691,False
Finland,Software,2016,8,True
Spain,Speech Recognition,2024,21,True
Israel,Speech Recognition,2020,1,True
Saudi Arabia,Speech Recognition,2024,7,True
Singapore,Speech Recognition,2019,1,True
China (mainland),Sports,2020,21,True
Saudi Arabia,Sports,2025,2,True
Norway,Sports,2024,1,True
Italy,Sports,2025,0,True
Portugal,Sports,2025,6,True
Canada,Sports,2019,7,True
India,Telecommunications,2025,2,True
Czechia,Telecommunications,2024,18,True
Malaysia,Telecommunications,2022,1,True
Switzerland,Telecommunications,2024,2,True
Germany,Telecommunications,2021,1,True
Russia,Telecommunications,2019,0,True
Spain,Telecommunications,2016,1,True
Spain,Telecommunications,2017,15,True
Finland,Transportation,2022,579,True
Hungary,Transportation,2022,4,True
Switzerland,Transportation,2017,173,True
Japan,Transportation,2017,15,True
Japan,Transportation,2023,61,True
Netherlands,Transportation,2021,4,True
Nigeria,Transportation,2024,0,True
United States,Transportation,2017,2751,True
Iceland,Transportation,2023,2,True
South Africa,Transportation,2024,0,True
Spain,Agriculture,2024,4,True
Turkey,Agriculture,2021,1,True
Japan,Agriculture,2018,2,True
New Zealand,Agriculture,2020,0,True
China (mainland),Agriculture,2026,20,False
United Kingdom,Agriculture,2023,28,True
Senegal,All,2021,0,True
South Korea,All,2025,1282,True
Ukraine,All,2016,0,True
Tunisia,All,2018,1,True
Slovenia,All,2023,20,True
Sweden,All,2016,66,True
Switzerland,All,2019,880,True
Czechia,All,2020,57,True
Portugal,All,2016,17,True
Slovakia,All,2019,12,True
Turkey,All,2017,179,True
Bolivia,All,2026,0,False
Romania,All,2021,40,True
Taiwan,Biotechnology,2022,11,True
Austria,Biotechnology,2023,2,True
India,Biotechnology,2024,10,True
South Korea,Biotechnology,2017,1,True
Taiwan,Community and Lifestyle,2023,2,True
Hungary,Community and Lifestyle,2024,0,True
China (mainland),Community and Lifestyle,2016,29,True
Argentina,Community and Lifestyle,2022,0,True
Norway,Community and Lifestyle,2020,0,True
Norway,Community and Lifestyle,2022,1,True
Belgium,Community and Lifestyle,2021,1,True
France,Community and Lifestyle,2020,24,True
Vietnam,Community and Lifestyle,2021,0,True
Denmark,Community and Lifestyle,2019,0,True
Austria,Community and Lifestyle,2019,2,True
Singapore,Computer Vision,2025,3,True
Vietnam,Computer Vision,2016,2,True
Ireland,Computer Vision,2022,5,True
Austria,Computer Vision,2023,17,True
Norway,Computer Vision,2021,2,True
Spain,Computer Vision,2016,0,True
Spain,Consumer goods,2016,21,True
Sri Lanka,Consumer goods,2023,0,True
China (mainland),Consumer goods,2016,139,True
China (mainland),Consumer goods,2017,198,True
Mexico,Consumer goods,2023,4,True
Australia,Consumer goods,2020,11,True
Vietnam,Consumer goods,2020,1,True
Czechia,Cyber Security,2025,16,True
China (mainland),Cyber Security,2023,5,True
South Korea,Cyber Security,2024,2,True
Belgium,Cyber Security,2018,9,True
Israel,Cyber Security,2019,35,True
Netherlands,Cyber Security,2017,16,True
Chile,Data and analytics,2016,1,True
Mexico,Data and analytics,2023,165,True
Seychelles,Data and analytics,2024,0,True
Switzerland,Data and analytics,2026,126,False
Panama,Data and analytics,2024,0,True
Slovakia,Data and analytics,2022,5,True
Tunisia,Data and analytics,2020,1,True
Japan,Data and analytics,2017,504,True
Singapore,Data and analytics,2017,178,True
Taiwan,Data and analytics,2021,164,True
Mauritius,Data and analytics,2025,0,True
Finland,Data and analytics,2017,53,True
Turkey,Education,2022,0,True
Burkina Faso,Education,2023,0,True
Germany,Education,2017,15,True
Denmark,Education,2017,1,True
United States,Education,2018,451,True
Bangladesh,Education,2024,4,True
Hungary,Education,2024,2,True
Mexico,Education,2024,1,True
United Arab Emirates,Education,2024,4,True
Taiwan,Energy and natural resources,2023,3,True
Sweden,Energy and natural resources,2018,0,True
Austria,Energy and natural resources,2017,2,True
Tunisia,Energy and natural resources,2019,0,True
Singapore,Energy and natural resources,2024,18,True
Luxembourg,Energy and natural resources,2026,2,False
France,Facial Recognition,2022,0,True
Netherlands,Facial Recognition,2017,2,True
Brazil,Facial Recognition,2024,0,True
Canada,Facial Recognition,2016,0,True
Norway,Finance,2021,60,True
Belgium,Finance,2016,1,True
Iceland,Finance,2021,0,True
Kazakhstan,Finance,2022,0,True
Kazakhstan,Finance,2025,0,True
China (mainland),Finance,2022,93,True
Austria,Finance,2021,19,True
Spain,Finance,2022,7,True
Taiwan,Finance,2020,1,True
Sri Lanka,Finance,2025,0,True
Singapore,Finance,2026,31,False
Romania,Finance,2022,0,True
Chile,Finance,2025,1,True
Russia,Finance,2018,4,True
Chile,Gaming,2016,0,True
Zimbabwe,General purpose,2020,0,True
Iceland,General purpose,2018,2,True
Iceland,General purpose,2020,9,True
Japan,General purpose,2025,439,True
Mexico,General purpose,2021,49,True
Italy,General purpose,2018,220,True
Italy,General purpose,2025,146,True
United States,General purpose,2026,16640,False
Qatar,General purpose,2025,0,True
Sweden,General purpose,2019,55,True
Sweden,General purpose,2025,5417,True
Sweden,General purpose,2026,10,False
Czechia,General purpose,2022,78,True
Peru,General purpose,2020,3,True
Vietnam,General purpose,2020,3,True
Luxembourg,Hardware,2017,4,True
Canada,Hardware,2026,30,False
India,Hardware,2017,15,True
Sweden,Hardware,2018,23,True
Bahrain,Hardware,2020,0,True
Japan,Hardware,2016,48,True
United Arab Emirates,Hardware,2021,1,True
Norway,Hardware,2026,11,False
Singapore,Hardware,2016,46,True
Singapore,Hardware,2017,91,True
Serbia,Hardware,2020,0,True
Serbia,Hardware,2023,43,True
Germany,Healthcare and Life Sciences,2021,86,True
Spain,Healthcare and Life Sciences,2021,45,True
Brazil,Healthcare and Life Sciences,2017,1,True
Brazil,Healthcare and Life Sciences,2021,11,True
Iceland,Healthcare and Life Sciences,2021,2,True
Ireland,Healthcare and Life Sciences,2018,0,True
Ireland,Healthcare and Life Sciences,2019,2,True
Argentina,Healthcare and Life Sciences,2023,1,True
Bulgaria,Information Technology,2024,3,True
Chile,Information Technology,2020,2,True
Switzerland,Information Technology,2016,219,True
Switzerland,Information Technology,2017,208,True
Sweden,Information Technology,2026,1,False
Latvia,Information Technology,2021,1,True
New Zealand,Information Technology,2021,1052,True
Malta,Information Technology,2020,37,True
Uruguay,Information Technology,2021,100,True
Kenya,Information Technology,2022,6,True
Lithuania,Information Technology,2020,3,True
Brazil,Information Technology,2017,71,True
Netherlands,Information Technology,2018,865,True
Malaysia,Lending and Investments,2020,1,True
Australia,Lending and Investments,2019,0,True
United States,Lending and Investments,2019,1260,True
Finland,Manufacturing,2023,2,True
New Zealand,Manufacturing,2021,1,True
Canada,Manufacturing,2025,154,True
United States,Manufacturing,2023,2025,True
United States,Manufacturing,2026,1173,False
Italy,Media and Entertainment,2017,1,True
Italy,Media and Entertainment,2026,4,False
Finland,Media and Entertainment,2022,0,True
Australia,Media and Entertainment,2020,11,True
Canada,Media and Entertainment,2021,110,True
Denmark,Media and Entertainment,2017,31,True
Austria,Media and Entertainment,2018,20,True
Brazil,Media and Entertainment,2019,7,True
Portugal,Media and Entertainment,2022,2,True
Australia,"Military, public safety and government",2016,2,True
Vietnam,"Mobile, platforms & Internet services",2023,4,True
Canada,"Mobile, platforms & Internet services",2024,299,True
Australia,"Mobile, platforms & Internet services",2016,7,True
Australia,"Mobile, platforms & Internet services",2019,12,True
Serbia,"Mobile, platforms & Internet services",2023,43,True
Azerbaijan,"Mobile, platforms & Internet services",2023,0,True
Saudi Arabia,"Mobile, platforms & Internet services",2017,3,True
Germany,"Mobile, platforms & Internet services",2018,833,True
Luxembourg,"Mobile, platforms & Internet services",2023,1,True
Ukraine,"Mobile, platforms & Internet services",2026,7,False
Georgia,"Mobile, platforms & Internet services",2023,1,True
Russia,"Mobile, platforms & Internet services",2021,0,True
China (mainland),"Mobile, platforms & Internet services",2017,2893,True
Norway,NLP,2021,54,True
Saudi Arabia,NLP,2022,1,True
Finland,NLP,2016,1,True
Turkey,NLP,2022,0,True
United Kingdom,NLP,2016,17,True
Spain,NLP,2021,29,True
Spain,NLP,2026,4,False
Czechia,NLP,2024,0,True
Russia,NLP,2020,0,True
India,NLP,2024,4,True
Germany,Navigation and mapping,2022,82,True
Switzerland,Navigation and mapping,2018,12,True
United Kingdom,Navigation and mapping,2019,9,True
Chile,Other,2017,1,True
United Arab Emirates,Other,2022,15,True
Japan,Other,2023,75,True
Japan,Other,2024,40,True
Hungary,Other,2023,4,True
Estonia,Other,2022,4,True
