country,field,year,disclosed_investment,complete
Denmark,Healthcare and Life Sciences,2019,1,True
Sweden,Healthcare and Life Sciences,2016,1,True
Chile,Healthcare and Life Sciences,2024,0,True
Finland,Healthcare and Life Sciences,2024,2,True
Poland,Healthcare and Life Sciences,2022,8,True
Germany,Information Technology,2019,84,True
Iceland,Information Technology,2020,3,True
Canada,Information Technology,2021,194,True
Saudi Arabia,Information Technology,2019,7,True
Saudi Arabia,Information Technology,2024,22,True
Romania,Information Technology,2022,4,True
Italy,Information Technology,2018,8,True
Italy,Information Technology,2022,6,True
China (mainland),Information Technology,2026,79,False
Finland,Information Technology,2024,671,True
Portugal,Information Technology,2024,7,True
India,Information Technology,2016,39,True
South Africa,Lending and Investments,2025,8,True
Austria,Lending and Investments,2020,1,True
Philippines,Lending and Investments,2022,2,True
United Kingdom,Manufacturing,2016,7,True
Brazil,Media and Entertainment,2023,1,True
Belgium,Media and Entertainment,2022,1,True
Netherlands,Media and Entertainment,2018,3,True
Netherlands,Media and Entertainment,2025,1,True
United Kingdom,Media and Entertainment,2017,36,True
Malaysia,Media and Entertainment,2022,0,True
France,Media and Entertainment,2024,28,True
Australia,Media and Entertainment,2021,72,True
India,Media and Entertainment,2020,15,True
Ukraine,Media and Entertainment,2026,7,False
United Kingdom,"Military, public safety and government",2019,8,True
Brazil,"Military, public safety and government",2023,0,True
Belgium,"Military, public safety and government",2022,0,True
Australia,"Military, public safety and government",2018,3,True
Switzerland,"Mobile, platforms & Internet services",2017,45,True
Finland,"Mobile, platforms & Internet services",2023,2,True
Poland,"Mobile, platforms & Internet services",2019,4,True
Portugal,"Mobile, platforms & Internet services",2020,2,True
Spain,"Mobile, platforms & Internet services",2023,12,True
France,"Mobile, platforms & Internet services",2022,46,True
United Kingdom,NLP,2017,10,True
China (mainland),NLP,2017,33,True
Singapore,NLP,2018,0,True
United States,Navigation and mapping,2024,227,True
New Zealand,Navigation and mapping,2024,0,True
Germany,Navigation and mapping,2019,2,True
Netherlands,Navigation and mapping,2020,1,True
Italy,Navigation and mapping,2022,0,True
Brazil,Other,2025,14,True
India,Other,2016,16,True
Spain,Other,2022,4,True
Japan,Other,2021,4,True
Japan,Other,2023,68,True
Argentina,Other,2023,0,True
Denmark,Other,2020,15,True
Malta,Other,2022,2,True
Estonia,Other,2019,1,True
Turkey,Other,2022,11,True
Germany,Other,2017,29,True
Bulgaria,Other,2018,0,True
Chile,Other,2025,2,True
Brazil,Privacy and Security,2025,10,True
Ireland,Privacy and Security,2022,30,True
United Kingdom,Privacy and Security,2022,124,True
Sweden,Privacy and Security,2021,2,True
France,Privacy and Security,2020,12,True
Turkey,Privacy and Security,2018,2,True
Argentina,Privacy and Security,2021,1,True
Spain,Privacy and Security,2016,7,True
Switzerland,Privacy and Security,2021,95,True
Canada,Professional services,2022,1003,True
Norway,Professional services,2017,0,True
Norway,Professional services,2023,7,True
Israel,Professional services,2018,16,True
Czechia,Professional services,2021,2,True
Saudi Arabia,Real estate,2025,0,True
United Kingdom,Real estate,2022,25,True
Brazil,Real estate,2018,0,True
Brazil,Real estate,2023,1,True
Australia,Robotics,2019,4,True
Sweden,Robotics,2018,2,True
Argentina,Robotics,2019,1,True
Poland,Robotics,2026,10,False
Czechia,Robotics,2021,1,True
Denmark,Robotics,2019,15,True
Denmark,Robotics,2024,3,True
United States,Robotics,2026,306,False
Switzerland,Robotics,2025,95,True
South Korea,"Sales, retail, commerce, marketing",2023,42,True
Lithuania,"Sales, retail, commerce, marketing",2025,1,True
Bangladesh,"Sales, retail, commerce, marketing",2024,0,True
Australia,"Sales, retail, commerce, marketing",2016,26,True
United States,"Sales, retail, commerce, marketing",2026,469,False
United Arab Emirates,"Sales, retail, commerce, marketing",2017,1,True
United Arab Emirates,"Sales, retail, commerce, marketing",2022,1,True
Croatia,"Sales, retail, commerce, marketing",2019,0,True
Netherlands,"Sales, retail, commerce, marketing",2017,30,True
Chile,"Sales, retail, commerce, marketing",2018,0,True
Japan,"Sales, retail, commerce, marketing",2021,20,True
India,Semiconductor,2023,24,True
Singapore,Semiconductor,2019,1,True
Austria,Simulation,2021,5,True
Poland,Simulation,2020,0,True
United Kingdom,Simulation,2023,11,True
Lithuania,Software,2020,1,True
Côte d'Ivoire,Software,2023,0,True
Portugal,Software,2019,19,True
Portugal,Software,2024,16,True
Japan,Software,2023,294,True
Luxembourg,Software,2025,1,True
Poland,Software,2020,71,True
Romania,Software,2023,18,True
Belize,Software,2019,0,True
Canada,Software,2022,2712,True
New Zealand,Software,2018,1,True
Colombia,Software,2019,2,True
Austria,Software,2024,26,True
Vietnam,Software,2020,1,True
Bosnia and Herzegovina,Software,2025,0,True
China (mainland),Sports,2018,4,True
Singapore,Sports,2023,0,True
Cyprus,Sports,2020,2,True
United Kingdom,Sports,2018,7,True
United Kingdom,Sports,2025,5,True
Switzerland,Telecommunications,2019,1,True
France,Telecommunications,2019,1,True
South Korea,Telecommunications,2016,23,True
United States,Telecommunications,2025,414,True
Germany,Telecommunications,2016,1,True
Portugal,Transportation,2019,8,True
Colombia,Transportation,2024,3,True
China (mainland),Transportation,2020,444,True
United Kingdom,Transportation,2023,120,True
India,Transportation,2016,5,True
Finland,Transportation,2024,9,True
Slovakia,Transportation,2019,3,True
China (mainland),Agriculture,2018,9,True
Brazil,Agriculture,2024,15,True
Greece,Agriculture,2025,0,True
Spain,Agriculture,2021,1,True
Canada,Agriculture,2023,14,True
Sri Lanka,All,2019,1,True
Sri Lanka,All,2022,0,True
Colombia,All,2021,31,True
Singapore,All,2017,222,True
United Arab Emirates,All,2021,828,True
Bangladesh,All,2019,0,True
Taiwan,All,2025,72,True
Uganda,All,2023,0,True
Slovenia,All,2022,10,True
Cyprus,All,2024,37,True
Latvia,All,2024,2,True
Germany,Biotechnology,2024,18,True
Estonia,Biotechnology,2024,0,True
Switzerland,Biotechnology,2024,5,True
Bahrain,Biotechnology,2024,0,True
South Korea,Biotechnology,2021,34,True
Hungary,Biotechnology,2018,0,True
Japan,Biotechnology,2022,4,True
China (mainland),Community and Lifestyle,2018,88,True
Mexico,Community and Lifestyle,2024,0,True
Japan,Community and Lifestyle,2016,3,True
Hungary,Community and Lifestyle,2023,0,True
Canada,Community and Lifestyle,2024,1,True
Egypt,Community and Lifestyle,2022,1,True
South Korea,Computer Vision,2022,62,True
Saudi Arabia,Computer Vision,2018,0,True
United Kingdom,Computer Vision,2024,22,True
India,Computer Vision,2016,1,True
Brazil,Computer Vision,2022,0,True
New Zealand,Computer Vision,2020,3,True
Sweden,Computer Vision,2021,0,True
Netherlands,Computer Vision,2021,96,True
Italy,Computer Vision,2016,5,True
South Korea,Consumer goods,2022,14,True
Romania,Consumer goods,2020,0,True
United States,Consumer goods,2019,1259,True
Singapore,Consumer goods,2020,6,True
Netherlands,Consumer goods,2021,1,True
Netherlands,Consumer goods,2022,14,True
Norway,Consumer goods,2022,7,True
Saudi Arabia,Consumer goods,2018,0,True
Saudi Arabia,Consumer goods,2024,0,True
Latvia,Consumer goods,2020,3,True
Israel,Cyber Security,2017,7,True
Ireland,Cyber Security,2022,15,True
Spain,Cyber Security,2025,10,True
United States,Cyber Security,2023,2016,True
Sweden,Data and analytics,2024,94,True
Denmark,Data and analytics,2022,76,True
Italy,Data and analytics,2019,5,True
Italy,Data and analytics,2022,23,True
United Arab Emirates,Data and analytics,2025,377,True
Czechia,Data and analytics,2022,27,True
Saudi Arabia,Data and analytics,2016,1001,True
Spain,Data and analytics,2021,101,True
Ghana,Data and analytics,2025,0,True
United Kingdom,Data and analytics,2020,936,True
India,Data and analytics,2017,39,True
El Salvador,Data and analytics,2025,1,True
Nigeria,Data and analytics,2019,8,True
Greece,Data and analytics,2018,2,True
Greece,Data and analytics,2021,4,True
Turkey,Data and analytics,2018,4,True
Latvia,Data and analytics,2024,2,True
Serbia,Data and analytics,2019,0,True
Australia,Data and analytics,2023,119,True
South Korea,Data and analytics,2025,191,True
South Africa,Data and analytics,2025,10,True
Israel,Data and analytics,2021,1206,True
Ukraine,Data and analytics,2024,1,True
South Korea,Education,2026,0,False
Brazil,Education,2022,105,True
Egypt,Education,2022,1,True
United States,Education,2019,111,True
Spain,Energy and natural resources,2022,2,True
Chile,Energy and natural resources,2020,1,True
Italy,Energy and natural resources,2021,1,True
Cyprus,Facial Recognition,2020,1,True
France,Finance,2017,16,True
Greece,Finance,2024,0,True
Turkey,Finance,2025,5,True
Mexico,Finance,2025,56,True
Taiwan,Finance,2024,10,True
Austria,Finance,2020,3,True
Cyprus,Finance,2017,1,True
Bosnia and Herzegovina,Finance,2023,0,True
China (mainland),Finance,2022,38,True
Italy,Gaming,2021,0,True
United Arab Emirates,Gaming,2024,0,True
Ireland,Gaming,2024,0,True
Indonesia,General purpose,2024,24,True
Saudi Arabia,General purpose,2017,2,True
Saudi Arabia,General purpose,2026,1231,False
Tunisia,General purpose,2023,0,True
India,General purpose,2017,27,True
India,General purpose,2019,262,True
Seychelles,General purpose,2021,1,True
United States,General purpose,2025,99115,True
Czechia,General purpose,2016,1,True
Czechia,General purpose,2018,2,True
Czechia,General purpose,2021,30,True
Uruguay,General purpose,2021,2,True
South Korea,General purpose,2018,34,True
South Korea,General purpose,2019,253,True
Bulgaria,General purpose,2024,5,True
Nigeria,General purpose,2017,0,True
Kenya,General purpose,2018,0,True
Finland,General purpose,2018,5,True
France,General purpose,2017,139,True
Latvia,General purpose,2025,1,True
New Zealand,Hardware,2019,1,True
Estonia,Hardware,2016,0,True
Spain,Hardware,2023,14,True
Philippines,Hardware,2022,0,True
Slovakia,Hardware,2024,5,True
Kuwait,Hardware,2023,4,True
United States,Hardware,2020,5582,True
Cyprus,Hardware,2016,1,True
Lithuania,Hardware,2019,1,True
Finland,Hardware,2017,14,True
Netherlands,Hardware,2018,10,True
Netherlands,Hardware,2021,104,True
Switzerland,Hardware,2019,37,True
Brazil,Hardware,2022,11,True
Portugal,Hardware,2021,2,True
United Kingdom,Healthcare and Life Sciences,2024,287,True
Netherlands,Healthcare and Life Sciences,2016,3,True
Netherlands,Healthcare and Life Sciences,2019,6,True
Luxembourg,Healthcare and Life Sciences,2022,0,True
Italy,Healthcare and Life Sciences,2021,11,True
Pakistan,Healthcare and Life Sciences,2024,0,True
Austria,Healthcare and Life Sciences,2021,63,True
Poland,Healthcare and Life Sciences,2019,3,True
Taiwan,Healthcare and Life Sciences,2022,64,True
Sri Lanka,Information Technology,2025,3,True
Russia,Information Technology,2019,10,True
Brazil,Information Technology,2024,280,True
Iceland,Information Technology,2023,0,True
Philippines,Information Technology,2018,0,True
Estonia,Information Technology,2025,29,True
Luxembourg,Information Technology,2018,1,True
Cyprus,Information Technology,2021,17,True
Czechia,Information Technology,2022,59,True
Nigeria,Information Technology,2025,0,True
United States,Information Technology,2019,5147,True
Sweden,Information Technology,2018,2,True
Hungary,Information Technology,2019,1,True
Australia,Information Technology,2021,469,True
Portugal,Information Technology,2020,6,True
Turkey,Information Technology,2019,2,True
India,Information Technology,2018,351,True
Seychelles,Lending and Investments,2021,1,True
Mexico,Lending and Investments,2024,1,True
Switzerland,Lending and Investments,2024,2,True
Japan,Lending and Investments,2025,7,True
New Zealand,Manufacturing,2022,0,True
Japan,Manufacturing,2021,14,True
Netherlands,Manufacturing,2025,21,True
Sweden,Manufacturing,2023,9,True
United Kingdom,Media and Entertainment,2019,66,True
South Korea,Media and Entertainment,2023,11,True
Saudi Arabia,Media and Entertainment,2018,0,True
Australia,Media and Entertainment,2018,11,True
Australia,Media and Entertainment,2020,10,True
China (mainland),Media and Entertainment,2024,50,True
Czechia,"Military, public safety and government",2016,1,True
Chile,"Mobile, platforms & Internet services",2018,2,True
Germany,"Mobile, platforms & Internet services",2020,49,True
United Kingdom,"Mobile, platforms & Internet services",2018,244,True
Kazakhstan,"Mobile, platforms & Internet services",2019,0,True
Italy,"Mobile, platforms & Internet services",2018,4,True
Croatia,"Mobile, platforms & Internet services",2023,0,True
Sweden,"Mobile, platforms & Internet services",2016,9,True
United States,"Mobile, platforms & Internet services",2018,12573,True
Uruguay,"Mobile, platforms & Internet services",2021,0,True
Latvia,"Mobile, platforms & Internet services",2022,0,True
India,"Mobile, platforms & Internet services",2020,12210,True
Estonia,"Mobile, platforms & Internet services",2020,0,True
Japan,NLP,2020,4,True
Finland,NLP,2018,1,True
Israel,NLP,2019,2,True
Czechia,NLP,2018,1,True
South Korea,NLP,2020,2,True
South Korea,NLP,2024,32,True
Ireland,NLP,2017,10,True
United Arab Emirates,Other,2019,7,True
Cyprus,Other,2023,0,True
Italy,Other,2021,1,True
Belgium,Other,2025,2,True
France,Other,2023,19,True
Ireland,Other,2016,2,True
Netherlands,Other,2024,8,True
Singapore,Other,2016,3,True
Switzerland,Other,2019,7,True
United States,Other,2019,1668,True
Portugal,Other,2024,5,True
Sri Lanka,Other,2024,1,True
Bulgaria,Other,2021,0,True
Chile,Other,2020,1,True
Canada,Other,2017,29,True
Czechia,Privacy and Security,2025,22,True
Netherlands,Privacy and Security,2017,19,True
Sri Lanka,Privacy and Security,2023,0,True
Spain,Privacy and Security,2025,11,True
United States,Professional services,2019,2162,True
Saudi Arabia,Professional services,2017,0,True
Estonia,Professional services,2025,3,True
China (mainland),Professional services,2026,3,False
Taiwan,Professional services,2023,1,True
Ukraine,Professional services,2023,0,True
Austria,Real estate,2020,9,True
Austria,Real estate,2024,2,True
Saudi Arabia,Real estate,2016,0,True
Thailand,Real estate,2025,0,True
Denmark,Real estate,2024,2,True
Brazil,Real estate,2019,0,True
Bulgaria,Real estate,2023,0,True
Germany,Robotics,2018,8,True
Poland,Robotics,2016,0,True
Malaysia,Robotics,2019,1,True
Canada,Robotics,2016,4,True
Switzerland,Robotics,2023,12,True
Nigeria,Robotics,2026,0,False
Serbia,"Sales, retail, commerce, marketing",2019,0,True
Estonia,"Sales, retail, commerce, marketing",2022,0,True
Austria,"Sales, retail, commerce, marketing",2021,17,True
Egypt,"Sales, retail, commerce, marketing",2024,0,True
Hungary,"Sales, retail, commerce, marketing",2018,0,True
Hungary,"Sales, retail, commerce, marketing",2022,0,True
Canada,"Sales, retail, commerce, marketing",2018,124,True
Denmark,"Sales, retail, commerce, marketing",2019,7,True
United States,"Sales, retail, commerce, marketing",2016,812,True
Ireland,"Sales, retail, commerce, marketing",2026,1,False
Romania,"Sales, retail, commerce, marketing",2020,0,True
Poland,"Sales, retail, commerce, marketing",2021,3,True
